kingdom	phylum	class
seq2622	Chromista	Bacillariophyta	Bacillariophyceae
seq26231	Fungi	Ascomycota	Eurotiomycetes
seq26233	Fungi	Basidiomycota	Agaricomycetes
seq26236	Chromista	Cercozoa	Imbricatea
seq2625	Metazoa	Mollusca	Polyplacophora
seq2626	Chromista	Ciliophora	Spirotrichea
seq26260	Chromista	Bacillariophyta	Bacillariophyceae
seq26269	Plantae	Chlorophyta	Ulvophyceae
seq2627	Metazoa	Tardigrada	Heterotardigrada
seq2628	Chromista	Ciliophora	Spirotrichea
seq26285	Protozoa	NA	Choanoflagellata
seq26289	Chromista	Ciliophora	Spirotrichea
seq2629	Fungi	Basidiomycota	Ustilaginomycetes
seq26307	Chromista	Myzozoa	Dinophyceae
seq26309	Chromista	Cryptophyta	Cryptophyceae
seq2631	Chromista	Ciliophora	Oligohymenophorea
seq26313	Metazoa	Porifera	Demospongiae
seq26316	Chromista	Myzozoa	Dinophyceae
seq26322	Metazoa	Platyhelminthes	Rhabditophora
seq26324	Chromista	Ciliophora	Spirotrichea
seq26327	Chromista	Ciliophora	Litostomatea
seq26332	Metazoa	Cnidaria	Hydrozoa
seq26337	Fungi	Chytridiomycota	Chytridiomycetes
seq2634	Chromista	Bacillariophyta	Bacillariophyceae
seq26351	Chromista	Ciliophora	Oligohymenophorea
seq26355	Chromista	NA	Bigyra
seq26356	Chromista	Ciliophora	Oligohymenophorea
seq26357	Chromista	Ciliophora	Litostomatea
seq26358	Chromista	Endomyxa	Ascetosporea
seq26378	Metazoa	Nematoda	Enoplea
seq26380	Chromista	Ciliophora	Karyorelictea
seq26398	Metazoa	Nematoda	Chromadorea
seq264	Metazoa	Nematoda	Chromadorea
seq26401	Chromista	Ciliophora	Spirotrichea
seq26402	Metazoa	Nematoda	Chromadorea
seq2641	Metazoa	Mollusca	Polyplacophora
seq26417	Fungi	Chytridiomycota	Chytridiomycetes
seq2642	Chromista	NA	Bigyra
seq26428	Chromista	Myzozoa	Dinophyceae
seq26429	Chromista	Bacillariophyta	Bacillariophyceae
seq26431	Chromista	Cercozoa	Thecofilosea
seq26440	Chromista	Cryptophyta	Cryptophyceae
seq26446	Chromista	Ciliophora	Spirotrichea
seq26453	Fungi	Chytridiomycota	Chytridiomycetes
seq26457	Protozoa	Sulcozoa	Breviatea
seq26470	Metazoa	Mollusca	Bivalvia
seq26475	Chromista	Ciliophora	Litostomatea
seq2648	Protozoa	NA	Choanoflagellata
seq26482	Chromista	Ochrophyta	Chrysophyceae
seq2649	Chromista	Apicomplexa	Conoidasida
seq26494	Fungi	Chytridiomycota	Chytridiomycetes
seq26496	Chromista	Ciliophora	Litostomatea
seq26501	Chromista	Myzozoa	Dinophyceae
seq26519	Metazoa	Arthropoda	Hexanauplia
seq2652	Metazoa	Mollusca	Bivalvia
seq26523	Metazoa	Nematoda	Enoplea
seq26525	Metazoa	Platyhelminthes	Rhabditophora
seq26527	Fungi	Basidiomycota	Wallemiomycetes
seq26528	Chromista	PX clade	Xanthophyceae
seq26531	Metazoa	Arthropoda	Collembola
seq26533	Chromista	Ciliophora	Oligohymenophorea
seq26536	Chromista	Myzozoa	Dinophyceae
seq26538	Chromista	Bacillariophyta	Bacillariophyceae
seq26541	Chromista	Myzozoa	Dinophyceae
seq26543	Chromista	Bacillariophyta	Fragilariophyceae
seq26548	Chromista	Myzozoa	Dinophyceae
seq26549	Chromista	Myzozoa	Dinophyceae
seq26557	Chromista	Myzozoa	Dinophyceae
seq26558	Chromista	Cryptophyta	Cryptophyceae
seq26559	Chromista	Ciliophora	Litostomatea
seq2656	Chromista	Heliozoa	Centroplasthelida
seq26574	Chromista	Heliozoa	Centroplasthelida
seq26586	Chromista	Cercozoa	Imbricatea
seq26599	Metazoa	Arthropoda	Collembola
seq266	Metazoa	Nematoda	Enoplea
seq2660	Metazoa	Chordata	Ascidiacea
seq26610	Chromista	Ciliophora	Armophorea
seq26611	Chromista	Ciliophora	Armophorea
seq26614	Chromista	Cryptophyta	Cryptophyceae
seq26619	Metazoa	Arthropoda	Arachnida
seq26620	Chromista	Apicomplexa	Conoidasida
seq26621	Chromista	NA	Bigyra
seq26625	Chromista	Myzozoa	Dinophyceae
seq26630	Chromista	Ciliophora	Litostomatea
seq26631	Chromista	NA	Bigyra
seq26643	Chromista	Myzozoa	Dinophyceae
seq2665	Chromista	NA	Bigyra
seq26652	Plantae	Streptophyta	Zygnemophyceae
seq26668	Chromista	Cercozoa	Imbricatea
seq26669	Chromista	Ciliophora	Litostomatea
seq2667	Chromista	Apicomplexa	Conoidasida
seq26671	Chromista	Myzozoa	Dinophyceae
seq26681	Chromista	Myzozoa	Dinophyceae
seq26688	Chromista	Heliozoa	Centroplasthelida
seq26689	Plantae	Chlorophyta	Ulvophyceae
seq26692	Chromista	Ciliophora	Oligohymenophorea
seq26693	Chromista	Ciliophora	Karyorelictea
seq267	Metazoa	Arthropoda	Hexanauplia
seq26704	Chromista	Ciliophora	Litostomatea
seq26711	Metazoa	Bryozoa	Gymnolaemata
seq26716	Chromista	Cercozoa	Chlorarachniophyceae
seq2673	Metazoa	Annelida	Polychaeta
seq26733	Chromista	Bacillariophyta	Bacillariophyceae
seq26737	Metazoa	Nematoda	Chromadorea
seq2674	Fungi	Chytridiomycota	Chytridiomycetes
seq26740	Metazoa	Nematoda	Chromadorea
seq26761	Chromista	Myzozoa	Dinophyceae
seq26783	Chromista	Apicomplexa	Conoidasida
seq26791	Chromista	Ciliophora	Spirotrichea
seq26796	Fungi	Basidiomycota	Agaricomycetes
seq26798	Chromista	Heliozoa	Centroplasthelida
seq26800	Metazoa	Porifera	Demospongiae
seq26804	Chromista	Ciliophora	Oligohymenophorea
seq26811	Metazoa	Nematoda	Chromadorea
seq26814	Chromista	Ciliophora	Spirotrichea
seq26827	Chromista	Bacillariophyta	Bacillariophyceae
seq26833	Protozoa	Sulcozoa	Breviatea
seq26866	Chromista	Ciliophora	Armophorea
seq26874	Metazoa	Platyhelminthes	Rhabditophora
seq2688	Metazoa	Nematoda	Enoplea
seq26890	Chromista	Ciliophora	Oligohymenophorea
seq269	Metazoa	Annelida	Polychaeta
seq26914	Chromista	Ciliophora	Litostomatea
seq26916	Chromista	Myzozoa	Dinophyceae
seq26917	Chromista	Ciliophora	Spirotrichea
seq2692	Metazoa	Tardigrada	Heterotardigrada
seq26934	Chromista	Ciliophora	Litostomatea
seq26938	Chromista	NA	Bigyra
seq2696	Chromista	NA	Bigyra
seq26961	Chromista	NA	Bigyra
seq26964	Metazoa	Arthropoda	Insecta
seq26965	Metazoa	Chordata	Ascidiacea
seq26968	Chromista	Cercozoa	Thecofilosea
seq26974	Metazoa	Arthropoda	Malacostraca
seq26976	Fungi	Chytridiomycota	Chytridiomycetes
seq26994	Metazoa	Arthropoda	Hexanauplia
seq27	Metazoa	Arthropoda	Ostracoda
seq270	Chromista	Myzozoa	Dinophyceae
seq27009	Chromista	Ciliophora	Colpodea
seq2701	Chromista	Cercozoa	Imbricatea
seq27012	Metazoa	Mollusca	Bivalvia
seq2702	Chromista	Bacillariophyta	Coscinodiscophyceae
seq27027	Chromista	NA	Developea
seq27029	Fungi	Chytridiomycota	Chytridiomycetes
seq2703	Metazoa	Platyhelminthes	Rhabditophora
seq27040	Chromista	Cercozoa	Imbricatea
seq27041	Chromista	Ciliophora	Litostomatea
seq27043	Metazoa	Nematoda	Chromadorea
seq27046	Chromista	Ciliophora	Oligohymenophorea
seq2705	Metazoa	Annelida	Clitellata
seq27066	Metazoa	Nemertea	Pilidiophora
seq27076	Metazoa	Nematoda	Enoplea
seq27080	Fungi	Chytridiomycota	Chytridiomycetes
seq27087	Metazoa	Nematoda	Chromadorea
seq2709	Metazoa	Mollusca	Bivalvia
seq27094	Chromista	Ciliophora	Oligohymenophorea
seq2710	Fungi	Chytridiomycota	Chytridiomycetes
seq27109	Chromista	Myzozoa	Dinophyceae
seq2712	Plantae	Chlorophyta	Mamiellophyceae
seq27122	Chromista	Ciliophora	Prostomatea
seq27125	Chromista	Myzozoa	Dinophyceae
seq27126	Chromista	Cryptophyta	Cryptophyceae
seq2715	Metazoa	Nematoda	Chromadorea
seq27155	Chromista	Ochrophyta	Pelagophyceae
seq2716	Chromista	Ciliophora	Spirotrichea
seq27165	Metazoa	Nematoda	Chromadorea
seq27169	Chromista	Cryptophyta	Cryptophyceae
seq27174	Chromista	Bacillariophyta	Bacillariophyceae
seq2718	Chromista	Ciliophora	Spirotrichea
seq272	Chromista	Ciliophora	Spirotrichea
seq2720	Metazoa	Annelida	Polychaeta
seq27212	Chromista	Ciliophora	Litostomatea
seq27213	Chromista	Endomyxa	Ascetosporea
seq27217	Metazoa	Nematoda	Enoplea
seq27221	Chromista	Ciliophora	Oligohymenophorea
seq27224	Chromista	Myzozoa	Dinophyceae
seq2723	Chromista	Cryptophyta	Cryptophyceae
seq27234	Metazoa	Nematoda	Chromadorea
seq27240	Chromista	Ciliophora	Litostomatea
seq27242	Metazoa	Chordata	Actinopteri
seq27246	Protozoa	NA	Choanoflagellata
seq27247	Chromista	Ochrophyta	Dictyochophyceae
seq27252	Metazoa	Nematoda	Chromadorea
seq27257	Chromista	Ochrophyta	Pelagophyceae
seq27259	Chromista	NA	Bigyra
seq2726	Chromista	Ciliophora	Litostomatea
seq27262	Metazoa	Platyhelminthes	Rhabditophora
seq27264	Chromista	Cercozoa	Thecofilosea
seq27269	Chromista	Bacillariophyta	Bacillariophyceae
seq27272	Chromista	Ochrophyta	Raphidophyceae
seq2728	Chromista	Cryptophyta	Cryptophyceae
seq27281	Chromista	Bacillariophyta	Bacillariophyceae
seq273	Metazoa	Nematoda	Chromadorea
seq27305	Metazoa	Arthropoda	Arachnida
seq27307	Chromista	Heliozoa	Centroplasthelida
seq27308	Plantae	Rhodophyta	Florideophyceae
seq27310	Chromista	Bacillariophyta	Coscinodiscophyceae
seq27320	Chromista	NA	Bigyra
seq27333	Chromista	Ciliophora	Spirotrichea
seq27335	Metazoa	Platyhelminthes	Rhabditophora
seq2734	Metazoa	Nematoda	Enoplea
seq27348	Chromista	Myzozoa	Dinophyceae
seq27351	Chromista	Ciliophora	Spirotrichea
seq27354	Chromista	Ciliophora	Litostomatea
seq27371	Chromista	Ciliophora	Spirotrichea
seq27373	Plantae	Chlorophyta	Pyramimonadophyceae
seq27374	Chromista	Bacillariophyta	Bacillariophyceae
seq27379	Metazoa	Arthropoda	Arachnida
seq2738	Chromista	Heliozoa	Centroplasthelida
seq27381	Chromista	Ciliophora	Spirotrichea
seq27390	Chromista	Apicomplexa	Conoidasida
seq27394	Metazoa	Cnidaria	Hydrozoa
seq27395	Metazoa	Arthropoda	Malacostraca
seq27397	Chromista	Ciliophora	Oligohymenophorea
seq27402	Chromista	Myzozoa	Dinophyceae
seq27406	Metazoa	Platyhelminthes	Rhabditophora
seq2741	Chromista	Ciliophora	Oligohymenophorea
seq27413	Chromista	Ciliophora	Colpodea
seq2742	Chromista	NA	Bigyra
seq27432	Metazoa	Annelida	Polychaeta
seq27453	Chromista	Ciliophora	Litostomatea
seq27457	Plantae	Streptophyta	Charophyceae
seq27461	Chromista	Bacillariophyta	Mediophyceae
seq27468	Chromista	Ciliophora	Spirotrichea
seq27470	Metazoa	Platyhelminthes	Trematoda
seq27473	Metazoa	Platyhelminthes	Rhabditophora
seq27474	Chromista	Myzozoa	Dinophyceae
seq27493	Chromista	NA	Developea
seq275	Metazoa	Nematoda	Enoplea
seq2751	Chromista	Ciliophora	Spirotrichea
seq27528	Chromista	Ciliophora	Odontostomatea
seq27530	Chromista	Ciliophora	Oligohymenophorea
seq27531	Chromista	Myzozoa	Dinophyceae
seq27533	Chromista	Myzozoa	Dinophyceae
seq27534	Chromista	Cercozoa	Thecofilosea
seq2755	Chromista	Bacillariophyta	Bacillariophyceae
seq27568	Chromista	Bacillariophyta	Fragilariophyceae
seq27572	Chromista	Ciliophora	Oligohymenophorea
seq27578	Chromista	Bacillariophyta	Bacillariophyceae
seq2758	Metazoa	Nematoda	Chromadorea
seq2759	Metazoa	Nematoda	Chromadorea
seq2760	Chromista	Ciliophora	Spirotrichea
seq27605	Chromista	Ciliophora	Oligohymenophorea
seq27614	Chromista	Ciliophora	Spirotrichea
seq2763	Chromista	Bacillariophyta	Bacillariophyceae
seq27632	Chromista	Bacillariophyta	Bacillariophyceae
seq27635	Chromista	Ochrophyta	Raphidophyceae
seq27637	Chromista	Myzozoa	Dinophyceae
seq27643	Fungi	Chytridiomycota	Chytridiomycetes
seq27672	Chromista	Ciliophora	Plagiopylea
seq27677	Plantae	Prasinodermophyta	Prasinodermophyceae
seq27682	Metazoa	Annelida	Polychaeta
seq27685	Chromista	Bacillariophyta	Bacillariophyceae
seq27687	Chromista	Myzozoa	Dinophyceae
seq27695	Metazoa	Arthropoda	Thecostraca
seq277	Chromista	Myzozoa	Dinophyceae
seq2771	Metazoa	Platyhelminthes	Rhabditophora
seq27712	Metazoa	Nematoda	Enoplea
seq27725	Chromista	Ciliophora	Spirotrichea
seq2773	Chromista	NA	Bigyra
seq27733	Fungi	Ascomycota	Pezizomycetes
seq27735	Chromista	Ciliophora	Litostomatea
seq27737	Chromista	Myzozoa	Dinophyceae
seq27748	Chromista	NA	Bigyra
seq27749	Chromista	Myzozoa	Dinophyceae
seq27758	Plantae	Rhodophyta	Bangiophyceae
seq2776	Chromista	Heliozoa	Centroplasthelida
seq27761	Metazoa	Mollusca	Gastropoda
seq27763	Plantae	Rhodophyta	Bangiophyceae
seq27764	Chromista	Cercozoa	Thecofilosea
seq2777	Metazoa	Nematoda	Enoplea
seq27777	Chromista	Myzozoa	Dinophyceae
seq27779	Chromista	Ciliophora	Spirotrichea
seq27788	Chromista	NA	Hyphochytriomycetes
seq27789	Chromista	Ciliophora	Prostomatea
seq27794	Metazoa	Nematoda	Enoplea
seq27796	Chromista	Bacillariophyta	Fragilariophyceae
seq27799	Plantae	Rhodophyta	Florideophyceae
seq278	Metazoa	Annelida	Polychaeta
seq27803	Chromista	Myzozoa	Dinophyceae
seq27804	Chromista	Ciliophora	Oligohymenophorea
seq27808	Chromista	Ciliophora	Oligohymenophorea
seq27817	Chromista	Cercozoa	Imbricatea
seq27825	Plantae	Chlorophyta	Trebouxiophyceae
seq27831	Metazoa	Mollusca	Bivalvia
seq27836	Chromista	Ochrophyta	Eustigmatophyceae
seq27843	Chromista	Ciliophora	Litostomatea
seq2785	Chromista	NA	Bigyra
seq2786	Chromista	Bacillariophyta	Bacillariophyceae
seq27864	Plantae	Chlorophyta	Pyramimonadophyceae
seq2788	Metazoa	Mollusca	Bivalvia
seq27880	Chromista	Ciliophora	Spirotrichea
seq27886	Chromista	Ciliophora	Litostomatea
seq2789	Metazoa	Platyhelminthes	Rhabditophora
seq27893	Chromista	Ciliophora	Spirotrichea
seq27930	Chromista	Heliozoa	Centroplasthelida
seq27935	Metazoa	Annelida	Polychaeta
seq2794	Metazoa	Annelida	Clitellata
seq27942	Chromista	Ciliophora	Litostomatea
seq2795	Chromista	Ciliophora	Spirotrichea
seq27950	Metazoa	Cnidaria	Anthozoa
seq27956	Fungi	Basidiomycota	Wallemiomycetes
seq27959	Chromista	Cryptophyta	Cryptophyceae
seq27966	Metazoa	Nematoda	Chromadorea
seq27978	Chromista	NA	Bigyra
seq27987	Chromista	Ochrophyta	Dictyochophyceae
seq27988	Chromista	Cryptophyta	Cryptophyceae
seq27989	Plantae	Chlorophyta	Ulvophyceae
seq2799	Chromista	NA	Bigyra
seq27990	Chromista	Ciliophora	Spirotrichea
seq27993	Chromista	Bacillariophyta	Bacillariophyceae
seq27997	Chromista	Ochrophyta	Synurophyceae
seq28	Plantae	Chlorophyta	Mamiellophyceae
seq280	Metazoa	Annelida	Polychaeta
seq28005	Chromista	Ciliophora	Oligohymenophorea
seq28014	Chromista	Bacillariophyta	Bacillariophyceae
seq28016	Protozoa	Choanozoa	Ichthyosporea
seq28038	Protozoa	Choanozoa	Ichthyosporea
seq28043	Chromista	NA	Bigyra
seq28044	Metazoa	Annelida	Polychaeta
seq28060	Chromista	Myzozoa	Dinophyceae
seq28076	Protozoa	NA	Choanoflagellata
seq28079	Chromista	Heliozoa	Centroplasthelida
seq28089	Fungi	Ascomycota	Sordariomycetes
seq2809	Protozoa	Choanozoa	Ichthyosporea
seq28094	Metazoa	Nematoda	Chromadorea
seq281	Chromista	Myzozoa	Dinophyceae
seq28105	Chromista	Cryptophyta	Cryptophyceae
seq28106	Chromista	Ochrophyta	Bolidophyceae
seq28120	Chromista	Myzozoa	Dinophyceae
seq28121	Chromista	Myzozoa	Dinophyceae
seq28122	Plantae	Chlorophyta	Ulvophyceae
seq2813	Plantae	Chlorophyta	Mamiellophyceae
seq28130	Chromista	Ciliophora	Odontostomatea
seq28139	Plantae	Chlorophyta	Ulvophyceae
seq28155	Plantae	Streptophyta	Zygnemophyceae
seq2816	Metazoa	Nemertea	Palaeonemertea
seq28161	Chromista	Cercozoa	Thecofilosea
seq28163	Chromista	Bacillariophyta	Bacillariophyceae
seq28170	Chromista	Cercozoa	Thecofilosea
seq28182	Metazoa	Nematoda	Chromadorea
seq28186	Chromista	Ciliophora	Oligohymenophorea
seq28193	Chromista	Ciliophora	Oligohymenophorea
seq282	Metazoa	Annelida	Polychaeta
seq28212	Chromista	Bacillariophyta	Bacillariophyceae
seq28221	Metazoa	Arthropoda	Insecta
seq28222	Protozoa	Choanozoa	Ichthyosporea
seq28229	Chromista	Cercozoa	Imbricatea
seq2823	Metazoa	Nematoda	Chromadorea
seq2824	Metazoa	Platyhelminthes	Rhabditophora
seq28242	Metazoa	Arthropoda	Ostracoda
seq2825	Chromista	Cryptophyta	Cryptophyceae
seq28268	Metazoa	Bryozoa	Gymnolaemata
seq2828	Metazoa	Mollusca	Bivalvia
seq28288	Chromista	NA	Bigyra
seq283	Metazoa	Platyhelminthes	Rhabditophora
seq28301	Chromista	Ciliophora	Litostomatea
seq28306	Chromista	Ciliophora	Oligohymenophorea
seq28307	Chromista	Myzozoa	Dinophyceae
seq2831	Chromista	Cercozoa	Imbricatea
seq28312	Chromista	Myzozoa	Dinophyceae
seq28337	Chromista	Bacillariophyta	Bacillariophyceae
seq28342	Chromista	Ciliophora	Litostomatea
seq28343	Chromista	Apicomplexa	Conoidasida
seq28344	Chromista	Ciliophora	Litostomatea
seq28348	Chromista	Myzozoa	Dinophyceae
seq28350	Chromista	Cercozoa	Imbricatea
seq28354	Chromista	Ciliophora	Litostomatea
seq2836	Chromista	Cryptophyta	Cryptophyceae
seq28360	Chromista	Ciliophora	Spirotrichea
seq28372	Plantae	Chlorophyta	Trebouxiophyceae
seq2838	Chromista	Ciliophora	Litostomatea
seq28389	Fungi	Ascomycota	Saccharomycetes
seq28390	Metazoa	Nematoda	Chromadorea
seq28397	Chromista	Ciliophora	Spirotrichea
seq284	Metazoa	Annelida	Polychaeta
seq28403	Chromista	Ciliophora	Spirotrichea
seq28410	Metazoa	Nematoda	Chromadorea
seq28415	Metazoa	Platyhelminthes	Trematoda
seq28417	Chromista	Ciliophora	Oligohymenophorea
seq28418	Chromista	Ochrophyta	Chrysophyceae
seq28420	Protozoa	NA	Choanoflagellata
seq28426	Chromista	NA	Bigyra
seq28439	Chromista	Ciliophora	Litostomatea
seq28464	Chromista	Ciliophora	Litostomatea
seq28472	Chromista	Ciliophora	Litostomatea
seq28475	Protozoa	NA	Choanoflagellata
seq2848	Chromista	Ciliophora	Litostomatea
seq28480	Metazoa	Nematoda	Chromadorea
seq28488	Chromista	Myzozoa	Dinophyceae
seq28490	Chromista	Ciliophora	Oligohymenophorea
seq28491	Fungi	Basidiomycota	Exobasidiomycetes
seq285	Plantae	Rhodophyta	Florideophyceae
seq2850	Chromista	Ciliophora	Litostomatea
seq28504	Chromista	Ciliophora	Oligohymenophorea
seq28506	Chromista	Ciliophora	Oligohymenophorea
seq28522	Chromista	Ciliophora	Litostomatea
seq2854	Chromista	Ciliophora	Heterotrichea
seq28540	Metazoa	Nematoda	Chromadorea
seq28545	Chromista	Myzozoa	Dinophyceae
seq2855	Chromista	Bacillariophyta	Coscinodiscophyceae
seq28574	Plantae	Rhodelphidia	Rhodelphea
seq286	Chromista	Ciliophora	Spirotrichea
seq28602	Chromista	Myzozoa	Dinophyceae
seq2861	Metazoa	Mollusca	Bivalvia
seq28616	Chromista	Ciliophora	Spirotrichea
seq28618	Fungi	Chytridiomycota	Chytridiomycetes
seq2863	Metazoa	Platyhelminthes	Rhabditophora
seq2864	Chromista	Bacillariophyta	Fragilariophyceae
seq2865	Plantae	Chlorophyta	Ulvophyceae
seq28655	Metazoa	Chordata	Actinopteri
seq28658	Chromista	Cercozoa	Chlorarachniophyceae
seq2866	Chromista	Ciliophora	Spirotrichea
seq28661	Chromista	Ciliophora	Spirotrichea
seq28673	Chromista	Heliozoa	Centroplasthelida
seq28684	Chromista	Myzozoa	Dinophyceae
seq28692	Chromista	Ciliophora	Litostomatea
seq287	Chromista	Cercozoa	Thecofilosea
seq28700	Metazoa	Platyhelminthes	Rhabditophora
seq28709	Metazoa	Platyhelminthes	Rhabditophora
seq28714	Fungi	Chytridiomycota	Chytridiomycetes
seq28715	Chromista	Myzozoa	Dinophyceae
seq28721	Chromista	Ciliophora	Litostomatea
seq28725	Chromista	Endomyxa	Ascetosporea
seq28739	Chromista	Ciliophora	Spirotrichea
seq2874	Chromista	Ochrophyta	Chrysophyceae
seq28740	Metazoa	Nematoda	Chromadorea
seq28745	Chromista	Bacillariophyta	Bacillariophyceae
seq28752	Metazoa	Nematoda	Chromadorea
seq2876	Chromista	Ciliophora	Heterotrichea
seq2877	Chromista	Ciliophora	Oligohymenophorea
seq28772	Chromista	Ochrophyta	Chrysophyceae
seq28773	Plantae	Rhodelphidia	Rhodelphea
seq2878	Chromista	Ciliophora	Spirotrichea
seq28794	Chromista	Apicomplexa	Conoidasida
seq288	Metazoa	Arthropoda	Hexanauplia
seq2881	Metazoa	Arthropoda	Malacostraca
seq28811	Chromista	Ciliophora	Litostomatea
seq2882	Chromista	Bacillariophyta	Coscinodiscophyceae
seq28833	Metazoa	Porifera	Calcarea
seq28849	Chromista	NA	Bigyra
seq28855	Metazoa	Annelida	Polychaeta
seq28871	Chromista	Ochrophyta	Dictyochophyceae
seq28873	Chromista	Ciliophora	Spirotrichea
seq28899	Chromista	Cercozoa	Thecofilosea
seq2890	Plantae	Chlorophyta	Ulvophyceae
seq28909	Chromista	Ciliophora	Oligohymenophorea
seq2891	Metazoa	Nematoda	Enoplea
seq28927	Chromista	Myzozoa	Dinophyceae
seq28928	Chromista	Cryptophyta	Cryptophyceae
seq28931	Metazoa	Nematoda	Chromadorea
seq28937	Chromista	Ciliophora	Colpodea
seq2894	Metazoa	Nematoda	Enoplea
seq28961	Fungi	Ascomycota	Saccharomycetes
seq28966	Chromista	NA	Bigyra
seq2897	Metazoa	Arthropoda	Arachnida
seq28975	Chromista	Cryptophyta	Cryptophyceae
seq28977	Chromista	Ciliophora	Heterotrichea
seq28986	Chromista	Ciliophora	Spirotrichea
seq28988	Chromista	Ciliophora	Prostomatea
seq28989	Chromista	Myzozoa	Dinophyceae
seq28999	Fungi	Chytridiomycota	Chytridiomycetes
seq29	Metazoa	Arthropoda	Hexanauplia
seq290	Chromista	Ochrophyta	Chrysophyceae
seq2900	Metazoa	Nemertea	Palaeonemertea
seq29006	Chromista	Heliozoa	Centroplasthelida
seq29016	Chromista	Myzozoa	Dinophyceae
seq2902	Chromista	NA	Bigyra
seq29036	Chromista	Cercozoa	Imbricatea
seq29039	Chromista	Ciliophora	Litostomatea
seq2904	Chromista	Heliozoa	Centroplasthelida
seq29040	Chromista	Ciliophora	Parablepharismea
seq2905	Metazoa	Platyhelminthes	Rhabditophora
seq29053	Metazoa	Porifera	Demospongiae
seq29054	Chromista	NA	Bigyra
seq29066	Chromista	Apicomplexa	Conoidasida
seq29072	Chromista	Ciliophora	Spirotrichea
seq2908	Chromista	Ciliophora	Oligohymenophorea
seq29090	Chromista	Ciliophora	Litostomatea
seq29093	Chromista	Myzozoa	Dinophyceae
seq29099	Fungi	Chytridiomycota	Chytridiomycetes
seq291	Metazoa	Arthropoda	Hexanauplia
seq29101	Chromista	Ciliophora	Litostomatea
seq29103	Chromista	Ciliophora	Oligohymenophorea
seq29115	Chromista	Bacillariophyta	Fragilariophyceae
seq29127	Metazoa	Chordata	Ascidiacea
seq2913	Chromista	Heliozoa	Centroplasthelida
seq29133	Metazoa	Cnidaria	Anthozoa
seq29134	Chromista	Myzozoa	Dinophyceae
seq29164	Chromista	Myzozoa	Dinophyceae
seq29169	Plantae	Streptophyta	Magnoliopsida
seq29171	Chromista	Ciliophora	Oligohymenophorea
seq29189	Fungi	Ascomycota	Pezizomycetes
seq292	Metazoa	Annelida	Polychaeta
seq2920	Metazoa	Nematoda	Chromadorea
seq2921	Plantae	Streptophyta	Klebsormidiophyceae
seq29215	Chromista	Ciliophora	Litostomatea
seq29227	Metazoa	Nematoda	Chromadorea
seq29232	Metazoa	Platyhelminthes	Rhabditophora
seq29235	Chromista	Ciliophora	Litostomatea
seq2925	Metazoa	Nematoda	Enoplea
seq2926	Chromista	Bacillariophyta	Bacillariophyceae
seq29265	Metazoa	Platyhelminthes	Monogenea
seq29269	Metazoa	Nematoda	Enoplea
seq29271	Chromista	Cercozoa	Thecofilosea
seq29274	Metazoa	Nematoda	Chromadorea
seq2928	Metazoa	Arthropoda	Hexanauplia
seq29283	Plantae	Streptophyta	Polypodiopsida
seq29287	Chromista	Cercozoa	Thecofilosea
seq293	Chromista	Myzozoa	Dinophyceae
seq29301	Chromista	Cercozoa	Imbricatea
seq2931	Metazoa	Platyhelminthes	Rhabditophora
seq29312	Chromista	Ciliophora	Spirotrichea
seq2933	Chromista	Bacillariophyta	Coscinodiscophyceae
seq29333	Chromista	Myzozoa	Dinophyceae
seq2934	Metazoa	Arthropoda	Malacostraca
seq29340	Chromista	Cercozoa	Chlorarachniophyceae
seq29361	Fungi	Ascomycota	Sordariomycetes
seq29362	Metazoa	Platyhelminthes	Rhabditophora
seq2938	Fungi	Basidiomycota	Tremellomycetes
seq29383	Metazoa	Annelida	Polychaeta
seq2939	Metazoa	Platyhelminthes	Rhabditophora
seq29390	Metazoa	Nematoda	Enoplea
seq294	Chromista	NA	Bigyra
seq29404	Chromista	NA	Bigyra
seq2942	Chromista	Ciliophora	Litostomatea
seq29425	Plantae	Streptophyta	Charophyceae
seq29437	Protozoa	NA	Choanoflagellata
