phylum	class
seq19765	Ciliophora	Spirotrichea
seq1977	Bacillariophyta	Fragilariophyceae
seq19780	Cercozoa	Thecofilosea
seq19782	NA	Bolidophyceae
seq19784	Cercozoa	Thecofilosea
seq19785	Ciliophora	Spirotrichea
seq19799	Nematoda	Chromadorea
seq198	Platyhelminthes	Rhabditophora
seq19808	Ciliophora	Litostomatea
seq19811	NA	Breviatea
seq19812	Cercozoa	Thecofilosea
seq19817	Ciliophora	Litostomatea
seq19825	Annelida	Polychaeta
seq19829	Ciliophora	Litostomatea
seq19854	Ciliophora	Litostomatea
seq1986	Ascomycota	Sordariomycetes
seq19862	Ciliophora	Litostomatea
seq19877	Mollusca	Bivalvia
seq19885	NA	Dinophyceae
seq1989	Ciliophora	Spirotrichea
seq19893	Ciliophora	Oligohymenophorea
seq19894	Endomyxa	Ascetosporea
seq19895	NA	Cryptophyceae
seq19897	Nematoda	Chromadorea
seq199	Ciliophora	Spirotrichea
seq19903	Rhodophyta	Florideophyceae
seq19908	Ciliophora	Litostomatea
seq199088	Arthropoda	Arachnida
seq1991	Chlorophyta	Pyramimonadophyceae
seq1993	Platyhelminthes	Trematoda
seq19945	Ciliophora	Spirotrichea
seq19949	Arthropoda	Hexanauplia
seq19957	Basidiomycota	Agaricomycetes
seq19959	Ciliophora	Spirotrichea
seq19961	NA	Dinophyceae
seq1997	Arthropoda	Hexanauplia
seq19978	Endomyxa	Phytomyxea
seq1998	Arthropoda	Hexanauplia
seq19982	Ciliophora	Spirotrichea
seq19985	Ciliophora	Odontostomatea
seq19986	Ciliophora	Spirotrichea
seq2	Mollusca	Bivalvia
seq20	NA	Dinophyceae
seq200	Platyhelminthes	Rhabditophora
seq2000	Annelida	Polychaeta
seq20004	NA	Dinophyceae
seq2001	Ciliophora	Litostomatea
seq20025	Chlorophyta	Pyramimonadophyceae
seq2003	Ciliophora	Oligohymenophorea
seq20033	Ciliophora	Litostomatea
seq20036	NA	Dinophyceae
seq20042	Ciliophora	Armophorea
seq20046	Chaetognatha	Sagittoidea
seq20057	NA	Bigyra
seq2006	Chlorophyta	Pyramimonadophyceae
seq20060	Bacillariophyta	Bacillariophyceae
seq2007	NA	Bigyra
seq2008	Nematoda	Chromadorea
seq20082	Ciliophora	Spirotrichea
seq2009	Cercozoa	Thecofilosea
seq20095	Nematoda	Enoplea
seq20096	Bacillariophyta	Bacillariophyceae
seq20099	Cercozoa	Imbricatea
seq201	Rhodophyta	Florideophyceae
seq2010	NA	Dinophyceae
seq20100	Ciliophora	Litostomatea
seq20115	Ciliophora	Plagiopylea
seq20124	Ciliophora	Spirotrichea
seq20130	Cercozoa	Imbricatea
seq2015	Arthropoda	Hexanauplia
seq20152	Arthropoda	Malacostraca
seq20159	Ciliophora	Litostomatea
seq2016	Bacillariophyta	Bacillariophyceae
seq20161	NA	Bigyra
seq2017	Chlorophyta	Pyramimonadophyceae
seq20171	Ciliophora	Litostomatea
seq20174	Ciliophora	Spirotrichea
seq20180	Mollusca	Gastropoda
seq20184	Ciliophora	Litostomatea
seq20185	NA	Dinophyceae
seq20189	Nematoda	Chromadorea
seq20196	Chytridiomycota	Chytridiomycetes
seq2020	Bacillariophyta	Fragilariophyceae
seq20200	NA	Bigyra
seq20205	Ciliophora	Prostomatea
seq20208	Cercozoa	Imbricatea
seq2021	NA	Dinophyceae
seq2022	Nematoda	Chromadorea
seq20234	NA	Dinophyceae
seq20237	NA	Xanthophyceae
seq20238	Nematoda	Chromadorea
seq2024	Bacillariophyta	Bacillariophyceae
seq20243	Ciliophora	Litostomatea
seq20244	Ciliophora	Armophorea
seq20247	NA	Breviatea
seq2025	Ciliophora	Litostomatea
seq20266	Ciliophora	Oligohymenophorea
seq20271	NA	Dinophyceae
seq20274	Ciliophora	Prostomatea
seq2028	Arthropoda	Ostracoda
seq20282	Ciliophora	Spirotrichea
seq20285	Chytridiomycota	Chytridiomycetes
seq20290	NA	Dinophyceae
seq20293	Bacillariophyta	Bacillariophyceae
seq20296	Ciliophora	Litostomatea
seq203	NA	Dinophyceae
seq2030	Arthropoda	Hexanauplia
seq20300	Arthropoda	Malacostraca
seq20301	Nematoda	Chromadorea
seq20306	Chytridiomycota	Chytridiomycetes
seq20309	Cercozoa	Imbricatea
seq20310	NA	Bigyra
seq2033	Chytridiomycota	Chytridiomycetes
seq20330	Chlorophyta	Pyramimonadophyceae
seq2034	Arthropoda	Hexanauplia
seq20341	NA	Dinophyceae
seq20344	Chlorophyta	Ulvophyceae
seq2035	NA	Dinophyceae
seq20359	NA	Cryptophyceae
seq20363	Ciliophora	Oligohymenophorea
seq20365	NA	Dinophyceae
seq20366	Ciliophora	Spirotrichea
seq20375	Ciliophora	Spirotrichea
seq2038	Ciliophora	Spirotrichea
seq20381	Chlorophyta	Ulvophyceae
seq20382	NA	Pelagophyceae
seq20386	NA	Bigyra
seq2039	Bacillariophyta	Fragilariophyceae
seq20393	Nematoda	Chromadorea
seq20395	NA	Cryptophyceae
seq20399	NA	Dinophyceae
seq204	Rhodophyta	Florideophyceae
seq2040	NA	Bigyra
seq20400	NA	Chrysophyceae
seq20401	Nematoda	Chromadorea
seq2043	Ciliophora	Spirotrichea
seq20433	Ciliophora	Spirotrichea
seq2044	Arthropoda	Hexanauplia
seq20445	Cercozoa	Thecofilosea
seq20447	Chlorophyta	Ulvophyceae
seq20448	Ciliophora	Spirotrichea
seq20451	NA	Cryptophyceae
seq20458	Ciliophora	Oligohymenophorea
seq20460	NA	Dictyochophyceae
seq20465	NA	Choanoflagellata
seq20466	NA	Dinophyceae
seq2047	Chytridiomycota	Chytridiomycetes
seq20471	Cercozoa	Imbricatea
seq20480	Ciliophora	Litostomatea
seq20484	Ciliophora	Spirotrichea
seq20494	NA	Choanoflagellata
seq20499	Ciliophora	Karyorelictea
seq205	Nematoda	Chromadorea
seq2050	Ciliophora	Heterotrichea
seq20505	Chytridiomycota	Chytridiomycetes
seq2051	Ciliophora	Spirotrichea
seq20517	Nematoda	Chromadorea
seq20522	Ciliophora	Litostomatea
seq20523	NA	Dinophyceae
seq20530	Mollusca	Bivalvia
seq20537	NA	Dinophyceae
seq2054	Bacillariophyta	Bacillariophyceae
seq20542	NA	Cryptophyceae
seq20546	Bacillariophyta	Bacillariophyceae
seq20561	Ciliophora	Spirotrichea
seq20564	Annelida	Clitellata
seq20579	Cercozoa	Imbricatea
seq20586	Ciliophora	Oligohymenophorea
seq20597	Arthropoda	Hexanauplia
seq206	Chlorophyta	Mamiellophyceae
seq2060	NA	Bigyra
seq20607	NA	Bigyra
seq20609	NA	Centroplasthelida
seq20613	Apicomplexa	Conoidasida
seq2064	Bacillariophyta	Bacillariophyceae
seq20649	NA	Dinophyceae
seq20659	Rhodophyta	Florideophyceae
seq20674	NA	Xanthophyceae
seq206785	Platyhelminthes	Trematoda
seq20679	Ciliophora	Spirotrichea
seq2068	Rhodophyta	Compsopogonophyceae
seq207	Nematoda	Chromadorea
seq20719	Nematoda	Enoplea
seq2072	NA	Dictyochophyceae
seq20723	NA	Phaeosacciophyceae
seq2073	Ciliophora	Spirotrichea
seq20738	Basidiomycota	Agaricomycetes
seq2074	Ciliophora	Prostomatea
seq20746	NA	Choanoflagellata
seq20754	Ciliophora	Litostomatea
seq20760	Ciliophora	Spirotrichea
seq20764	Ciliophora	Oligohymenophorea
seq20769	NA	Centroplasthelida
seq2077	NA	Breviatea
seq20773	NA	Dinophyceae
seq20778	Ciliophora	Litostomatea
seq2078	Mollusca	Bivalvia
seq20790	Bacillariophyta	Fragilariophyceae
seq20802	Ciliophora	Prostomatea
seq20806	NA	Bigyra
seq20809	Ciliophora	Litostomatea
seq20812	Apicomplexa	Conoidasida
seq2082	NA	Cryptophyceae
seq20822	NA	Dinophyceae
seq20825	NA	Dinophyceae
seq20828	Ciliophora	Oligohymenophorea
seq20833	Annelida	Clitellata
seq20839	Ciliophora	Litostomatea
seq2084	Bacillariophyta	Mediophyceae
seq2085	NA	Chrysophyceae
seq20851	Bacillariophyta	Coscinodiscophyceae
seq20852	Nematoda	Chromadorea
seq20853	Ciliophora	Oligohymenophorea
seq2086	Platyhelminthes	Trematoda
seq20860	Bacillariophyta	Bacillariophyceae
seq20863	Nematoda	Chromadorea
seq20866	NA	Choanoflagellata
seq20869	NA	Cryptophyceae
seq20875	Ciliophora	Heterotrichea
seq20887	NA	Breviatea
seq20888	Endomyxa	Phytomyxea
seq2089	Bacillariophyta	Coscinodiscophyceae
seq20895	NA	Dinophyceae
seq209	Nematoda	Chromadorea
seq2090	Nematoda	Chromadorea
seq20901	Nematoda	Enoplea
seq20916	Chlorophyta	Ulvophyceae
seq2092	Platyhelminthes	Rhabditophora
seq20926	NA	Dinophyceae
seq20931	Chlorophyta	Ulvophyceae
seq20933	Ciliophora	Oligohymenophorea
seq2094	Platyhelminthes	Rhabditophora
seq20947	Ciliophora	Oligohymenophorea
seq20948	Basidiomycota	Agaricomycetes
seq20951	NA	Cryptophyceae
seq20955	Chytridiomycota	Chytridiomycetes
seq20958	Ciliophora	Parablepharismea
seq2096	Bacillariophyta	Coscinodiscophyceae
seq20960	Bacillariophyta	Bacillariophyceae
seq20961	NA	Chrysophyceae
seq20970	Nematoda	Chromadorea
seq20979	NA	Dinophyceae
seq20986	Ciliophora	Litostomatea
seq20990	Ciliophora	Oligohymenophorea
seq20997	Ciliophora	Litostomatea
seq21	NA	Phaeophyceae
seq210	Streptophyta	Magnoliopsida
seq21009	Nematoda	Chromadorea
seq2101	NA	Chrysophyceae
seq21012	NA	Centroplasthelida
seq21016	Chytridiomycota	Chytridiomycetes
seq2102	Ciliophora	Spirotrichea
seq21026	Nematoda	Chromadorea
seq21027	NA	Bigyra
seq21030	Arthropoda	Ostracoda
seq21033	Cercozoa	Thecofilosea
seq21042	NA	Centroplasthelida
seq21048	Ciliophora	Spirotrichea
seq210633	Platyhelminthes	Rhabditophora
seq21087	Ciliophora	Spirotrichea
seq2109	NA	Centroplasthelida
seq21091	NA	Bigyra
seq21110	Ciliophora	Oligohymenophorea
seq2112	Ciliophora	Prostomatea
seq21121	Arthropoda	Hexanauplia
seq21131	NA	Pelagophyceae
seq21136	Platyhelminthes	Rhabditophora
seq2114	Bacillariophyta	Mediophyceae
seq21144	Nematoda	Chromadorea
seq21149	Bacillariophyta	Coscinodiscophyceae
seq21153	Ciliophora	Spirotrichea
seq2116	Bacillariophyta	Bacillariophyceae
seq21162	NA	Centroplasthelida
seq21175	Ciliophora	Oligohymenophorea
seq21177	Chytridiomycota	Chytridiomycetes
seq21183	Chlorophyta	Chlorophyceae
seq21196	NA	Choanoflagellata
seq212	NA	Dinophyceae
seq21204	NA	Dinophyceae
seq21224	NA	Centroplasthelida
seq21233	Bacillariophyta	Bacillariophyceae
seq21250	Cercozoa	Thecofilosea
seq21265	Endomyxa	Phytomyxea
seq21266	Arthropoda	Hexanauplia
seq21277	Nematoda	Chromadorea
seq21282	Ciliophora	Oligohymenophorea
seq21286	Ciliophora	Colpodea
seq21287	NA	Dinophyceae
seq21288	Ascomycota	Saccharomycetes
seq21289	Ciliophora	Prostomatea
seq21292	Ciliophora	Spirotrichea
seq21303	NA	Cryptophyceae
seq21320	NA	Bolidophyceae
seq2133	NA	Dictyochophyceae
seq21333	NA	Bigyra
seq21339	NA	Dictyochophyceae
seq2134	Arthropoda	Hexanauplia
seq21352	Ascomycota	Saccharomycetes
seq21373	Nematoda	Chromadorea
seq21389	Chlorophyta	Chlorophyceae
seq214	Nematoda	Chromadorea
seq21400	Platyhelminthes	Rhabditophora
seq21402	Endomyxa	Phytomyxea
seq21409	Nematoda	Chromadorea
seq21413	Ciliophora	Spirotrichea
seq21416	NA	Bigyra
seq2142	NA	Cryptophyceae
seq21433	Cercozoa	Imbricatea
seq2144	NA	Breviatea
seq21442	NA	Breviatea
seq21445	Bacillariophyta	Fragilariophyceae
seq21447	Bacillariophyta	Bacillariophyceae
seq21456	NA	Choanoflagellata
seq21461	Ciliophora	Nassophorea
seq21465	Cercozoa	Imbricatea
seq21466	NA	Dinophyceae
seq2147	Ciliophora	Prostomatea
seq2148	Ciliophora	Spirotrichea
seq21487	Chytridiomycota	Chytridiomycetes
seq21503	NA	Dinophyceae
seq2151	Arthropoda	Arachnida
seq21523	NA	Bigyra
seq21532	Ciliophora	Plagiopylea
seq21537	NA	Dinophyceae
seq21549	Bacillariophyta	Bacillariophyceae
seq21550	Chlorophyta	Ulvophyceae
seq21561	NA	Choanoflagellata
seq21578	NA	Bolidophyceae
seq21586	Platyhelminthes	Rhabditophora
seq2159	Nematoda	Chromadorea
seq21594	Ciliophora	Litostomatea
seq216	NA	Dinophyceae
seq2161	NA	Dinophyceae
seq21610	Ciliophora	Oligohymenophorea
seq21615	Ciliophora	Litostomatea
seq2162	Bacillariophyta	Mediophyceae
seq21622	Bacillariophyta	Bacillariophyceae
seq21625	Ciliophora	Litostomatea
seq21630	Nematoda	Enoplea
seq21637	Ciliophora	Oligohymenophorea
seq2164	Arthropoda	Arachnida
seq21644	Ciliophora	Spirotrichea
seq21648	Arthropoda	Hexanauplia
seq21650	NA	Centroplasthelida
seq21654	NA	Cryptophyceae
seq2166	Platyhelminthes	Rhabditophora
seq21662	Nematoda	Chromadorea
seq21670	Bacillariophyta	Fragilariophyceae
seq21676	Ciliophora	Oligohymenophorea
seq21688	NA	Cryptophyceae
seq21692	NA	Centroplasthelida
seq21704	Nematoda	Chromadorea
seq21705	NA	Bigyra
seq21706	Ciliophora	Oligohymenophorea
seq21708	Ciliophora	Litostomatea
seq2171	Cercozoa	Imbricatea
seq21713	Ciliophora	Oligohymenophorea
seq21731	NA	Dinophyceae
seq21740	Streptophyta	Magnoliopsida
seq2175	Platyhelminthes	Trematoda
seq21756	Ciliophora	Armophorea
seq21761	NA	Bigyra
seq21765	Ciliophora	Oligohymenophorea
seq21780	Cercozoa	Thecofilosea
seq21790	NA	Cryptophyceae
seq21792	Chlorophyta	Mamiellophyceae
seq218	Bacillariophyta	Coscinodiscophyceae
seq21801	Annelida	Polychaeta
seq2183	Ciliophora	Spirotrichea
seq21841	Cercozoa	Imbricatea
seq21860	Ascomycota	Saccharomycetes
seq21863	Bacillariophyta	Coscinodiscophyceae
seq21865	Ascomycota	Saccharomycetes
seq2188	NA	Dinophyceae
seq21880	Nematoda	Chromadorea
seq21887	Ciliophora	Oligohymenophorea
seq2190	Bacillariophyta	Coscinodiscophyceae
seq21900	NA	Cryptophyceae
seq21911	Cercozoa	Thecofilosea
seq2193	Platyhelminthes	Rhabditophora
seq21937	NA	Breviatea
seq2194	Annelida	Polychaeta
seq21940	Bacillariophyta	Bacillariophyceae
seq21947	Bacillariophyta	Bacillariophyceae
seq21948	NA	Cryptophyceae
seq2195	NA	Bigyra
seq2196	Mollusca	Bivalvia
seq2197	Ciliophora	Prostomatea
seq21975	Endomyxa	Phytomyxea
seq2198	Platyhelminthes	Rhabditophora
seq21983	Bacillariophyta	Coscinodiscophyceae
seq2199	Annelida	Polychaeta
seq21993	Apicomplexa	Conoidasida
seq22	Arthropoda	Hexanauplia
seq220	Nematoda	Chromadorea
seq2200	Platyhelminthes	Rhabditophora
seq22003	Ciliophora	Litostomatea
seq2201	NA	Dinophyceae
seq22013	Bacillariophyta	Fragilariophyceae
seq22015	NA	Cryptophyceae
seq22020	Tubulinea	Elardia
seq22025	Bacillariophyta	Bacillariophyceae
seq22032	NA	Bigyra
seq22033	NA	Bigyra
seq22040	Rhodophyta	Stylonematophyceae
seq22048	Ciliophora	Prostomatea
seq22050	Bacillariophyta	Bacillariophyceae
seq2206	Echinodermata	Ophiuroidea
seq22063	Ciliophora	Oligohymenophorea
seq22078	Bacillariophyta	Coscinodiscophyceae
seq22085	Ciliophora	Litostomatea
seq22090	Bacillariophyta	Fragilariophyceae
seq22091	Bacillariophyta	Coscinodiscophyceae
seq22103	NA	Dinophyceae
seq22107	NA	Dinophyceae
seq22110	Ciliophora	Litostomatea
seq22115	NA	Cryptophyceae
seq22118	Nematoda	Chromadorea
seq2212	Platyhelminthes	Rhabditophora
seq22120	Tubulinea	Elardia
seq22126	NA	Dinophyceae
seq22135	NA	Dictyochophyceae
seq2214	Platyhelminthes	Rhabditophora
seq22143	Bryozoa	Gymnolaemata
seq22145	Chlorophyta	Mamiellophyceae
seq2215	Ciliophora	Litostomatea
seq22155	Bacillariophyta	Bacillariophyceae
seq22159	NA	Dictyochophyceae
seq22164	Ciliophora	Spirotrichea
seq22167	Apicomplexa	Conoidasida
seq22171	NA	Dinophyceae
seq22176	NA	Dinophyceae
seq22198	Ciliophora	Spirotrichea
seq222	Chlorophyta	Mamiellophyceae
seq2220	Bacillariophyta	Bacillariophyceae
seq22207	NA	Cryptophyceae
seq22219	NA	Centroplasthelida
seq2222	NA	Dinophyceae
seq22222	NA	Bigyra
seq2224	Arthropoda	Hexanauplia
seq2225	NA	Dinophyceae
seq22257	Chlorophyta	Mamiellophyceae
seq22262	NA	Dinophyceae
seq22265	Chytridiomycota	Chytridiomycetes
seq22266	Ciliophora	Oligohymenophorea
seq22268	Bacillariophyta	Coscinodiscophyceae
seq22277	Ciliophora	Litostomatea
seq22285	Nematoda	Chromadorea
seq2229	Ciliophora	Litostomatea
seq223	NA	Cryptophyceae
seq22311	NA	Dinophyceae
seq2232	Platyhelminthes	Rhabditophora
seq22321	NA	Centroplasthelida
seq22323	NA	Cryptophyceae
seq22327	Chytridiomycota	Chytridiomycetes
seq22328	Ciliophora	Oligohymenophorea
seq22335	Ciliophora	Litostomatea
seq22343	Ciliophora	Oligohymenophorea
seq2235	Bacillariophyta	Bacillariophyceae
seq22355	Cercozoa	Thecofilosea
seq22364	Ciliophora	Heterotrichea
seq22369	Chytridiomycota	Chytridiomycetes
seq22372	NA	Dictyochophyceae
seq22373	NA	Dinophyceae
seq22374	NA	Bolidophyceae
seq22377	Arthropoda	Hexanauplia
seq22378	Ciliophora	Prostomatea
seq2238	Platyhelminthes	Rhabditophora
seq22380	NA	Dinophyceae
seq22381	Cercozoa	Imbricatea
seq2239	Ciliophora	Spirotrichea
seq22391	Bacillariophyta	Bacillariophyceae
seq22399	NA	Bigyra
seq22400	Rhodophyta	Rhodellophyceae
seq22404	Bryozoa	Gymnolaemata
seq22407	Bacillariophyta	Bacillariophyceae
seq22409	NA	Centroplasthelida
seq22411	Bacillariophyta	Bacillariophyceae
seq2242	NA	Dictyochophyceae
seq22421	Bacillariophyta	Bacillariophyceae
seq2243	Ciliophora	Oligohymenophorea
seq22450	Cercozoa	Thecofilosea
seq22468	Bacillariophyta	Bacillariophyceae
seq22483	Ciliophora	Oligohymenophorea
seq22493	Platyhelminthes	Rhabditophora
seq225	Bacillariophyta	Coscinodiscophyceae
seq22501	Arthropoda	Hexanauplia
seq22502	Cercozoa	Imbricatea
seq22515	Ciliophora	Litostomatea
seq22519	Nematoda	Chromadorea
seq22523	Nematoda	Enoplea
seq22527	Ciliophora	Prostomatea
seq22531	Platyhelminthes	Rhabditophora
seq22533	NA	Dinophyceae
seq22542	NA	Choanoflagellata
seq22544	Ciliophora	Oligohymenophorea
seq22558	Ciliophora	Oligohymenophorea
seq2256	NA	Dinophyceae
seq2257	NA	Phaeophyceae
seq22573	Chlorophyta	Ulvophyceae
seq22574	Annelida	Polychaeta
seq22576	Platyhelminthes	Rhabditophora
seq22582	Platyhelminthes	Rhabditophora
seq22583	NA	Cryptophyceae
seq22587	Nematoda	Chromadorea
seq22588	Bacillariophyta	Mediophyceae
seq22594	Bacillariophyta	Bacillariophyceae
seq22602	Nematoda	Chromadorea
seq2261	Nemertea	Enopla
seq22615	Ascomycota	Saccharomycetes
seq22618	Rhodophyta	Rhodellophyceae
seq22640	Chlorophyta	Mamiellophyceae
seq22641	NA	Dictyochophyceae
seq22656	Nematoda	Enoplea
seq22659	Chlorophyta	Ulvophyceae
seq22672	NA	Dinophyceae
seq22678	Annelida	Polychaeta
seq2268	NA	Dinophyceae
seq22686	Ciliophora	Armophorea
seq2269	Ciliophora	Oligohymenophorea
seq22690	Bryozoa	Gymnolaemata
seq22695	Ctenophora	Nuda
seq227	NA	Cryptophyceae
seq22701	Bacillariophyta	Bacillariophyceae
seq22702	Ciliophora	Colpodea
seq22712	Chytridiomycota	Chytridiomycetes
seq22724	Bacillariophyta	Bacillariophyceae
seq22725	Bacillariophyta	Bacillariophyceae
seq22735	Nematoda	Chromadorea
seq22739	Cercozoa	Imbricatea
seq22758	NA	Breviatea
seq2276	Platyhelminthes	Rhabditophora
seq22763	Ciliophora	Litostomatea
seq22765	Rhodophyta	Stylonematophyceae
seq22776	Platyhelminthes	Rhabditophora
seq22786	NA	Cryptophyceae
seq22789	Ciliophora	Oligohymenophorea
seq2279	Cercozoa	Imbricatea
seq22790	NA	Centroplasthelida
seq22792	Ciliophora	Oligohymenophorea
seq22795	Ciliophora	Karyorelictea
seq228	NA	Dinophyceae
seq2280	Echinodermata	Ophiuroidea
seq22810	NA	Bigyra
seq2282	Bacillariophyta	Fragilariophyceae
seq2283	Ascomycota	Saccharomycetes
seq22830	NA	Dinophyceae
seq2284	NA	Dinophyceae
seq22841	Ciliophora	Spirotrichea
seq22851	Bacillariophyta	Bacillariophyceae
seq22852	Ciliophora	Litostomatea
seq22856	Ciliophora	Litostomatea
seq22860	Cercozoa	Imbricatea
seq22863	Ciliophora	Spirotrichea
seq2287	Bacillariophyta	Bacillariophyceae
seq22876	Bacillariophyta	Bacillariophyceae
seq22878	NA	Bigyra
seq2288	Bacillariophyta	Bacillariophyceae
seq22885	NA	Dictyochophyceae
seq22894	Tubulinea	Elardia
seq22898	Ascomycota	Sordariomycetes
seq2291	Bacillariophyta	Bacillariophyceae
seq22912	Ciliophora	Heterotrichea
seq22919	Ciliophora	Heterotrichea
seq2293	Annelida	Polychaeta
seq2294	Arthropoda	Hexanauplia
seq22946	NA	Dictyochophyceae
seq22957	Ciliophora	Prostomatea
seq22958	NA	Bigyra
seq22960	Endomyxa	Ascetosporea
seq22965	Ciliophora	Litostomatea
seq22966	NA	Cryptophyceae
seq22967	NA	Dinophyceae
seq22968	Bacillariophyta	Bacillariophyceae
seq22969	Nematoda	Chromadorea
seq2297	Bacillariophyta	Fragilariophyceae
seq22970	Cercozoa	Imbricatea
seq22986	NA	Dinophyceae
seq22988	NA	Dictyochophyceae
seq2299	NA	Bigyra
seq22993	Cercozoa	Imbricatea
seq23	Arthropoda	Hexanauplia
seq2301	Ciliophora	Karyorelictea
seq23015	NA	Dictyochophyceae
seq2302	Ascomycota	Saccharomycetes
seq23027	NA	Cryptophyceae
seq2303	Arthropoda	Hexanauplia
seq23037	Ciliophora	Karyorelictea
seq23039	NA	Bigyra
seq2305	Annelida	Polychaeta
seq23059	NA	Breviatea
seq2306	Arthropoda	Hexanauplia
seq23065	Platyhelminthes	Rhabditophora
seq23080	Bacillariophyta	Bacillariophyceae
seq23085	Chlorophyta	Mamiellophyceae
seq23090	NA	Breviatea
seq2310	Bacillariophyta	Coscinodiscophyceae
seq23113	Platyhelminthes	Rhabditophora
seq23116	Annelida	Polychaeta
seq23120	Cercozoa	Thecofilosea
seq23122	Bacillariophyta	Bacillariophyceae
seq23125	NA	Bigyra
seq23127	NA	Bigyra
seq2313	Bacillariophyta	Bacillariophyceae
seq23152	NA	Bigyra
seq23154	Ciliophora	Oligohymenophorea
seq23160	Nematoda	Chromadorea
seq23164	Bacillariophyta	Bacillariophyceae
seq23171	Ciliophora	Oligohymenophorea
seq23175	Ciliophora	Odontostomatea
seq23177	NA	Bigyra
seq23179	Nematoda	Chromadorea
seq23207	Ciliophora	Spirotrichea
seq23218	Ciliophora	Spirotrichea
seq23219	Nematoda	Chromadorea
seq2322	Ciliophora	Spirotrichea
seq2323	Cercozoa	Imbricatea
seq23232	Nematoda	Chromadorea
seq23236	Bacillariophyta	Bacillariophyceae
seq23237	Arthropoda	Hexanauplia
seq23239	Ciliophora	Oligohymenophorea
seq2325	NA	Chrysophyceae
seq2326	Nematoda	Chromadorea
seq23279	Ascomycota	Saccharomycetes
seq2328	Annelida	Polychaeta
seq23285	Ciliophora	Karyorelictea
seq233	Cercozoa	Thecofilosea
seq23304	Ctenophora	Nuda
seq23307	Annelida	Polychaeta
seq23310	Bacillariophyta	Fragilariophyceae
seq2332	Cercozoa	Thecofilosea
seq23323	Ciliophora	Litostomatea
seq23333	NA	Dinophyceae
seq23335	Cercozoa	Imbricatea
seq23336	NA	Dinophyceae
seq23359	Ciliophora	Oligohymenophorea
seq2336	Ciliophora	Spirotrichea
seq23361	Mollusca	Gastropoda
seq23364	Chlorophyta	Ulvophyceae
seq23372	Ascomycota	Dothideomycetes
seq2338	NA	Dinophyceae
seq23391	Basidiomycota	Agaricomycetes
seq23392	Bryozoa	Gymnolaemata
seq23396	NA	Bigyra
seq234	Annelida	Polychaeta
seq23424	Cercozoa	Thecofilosea
seq23432	Ciliophora	Spirotrichea
seq2346	NA	Bigyra
seq23483	Ciliophora	Prostomatea
seq23485	Ciliophora	Odontostomatea
seq2349	Rhodophyta	Florideophyceae
seq23499	Annelida	Polychaeta
seq2350	Ciliophora	Heterotrichea
seq23503	Cercozoa	Imbricatea
seq2351	Arthropoda	Hexanauplia
seq23519	Bacillariophyta	Fragilariophyceae
seq23528	Streptophyta	Magnoliopsida
seq23534	Bacillariophyta	Fragilariophyceae
seq23536	NA	Dinophyceae
seq23548	NA	Choanoflagellata
seq23559	Ascomycota	Eurotiomycetes
seq23574	NA	Dinophyceae
seq23576	Ciliophora	Heterotrichea
seq2358	Chlorophyta	Trebouxiophyceae
seq2359	Bacillariophyta	Fragilariophyceae
seq23593	Cercozoa	Thecofilosea
seq23603	NA	Bigyra
seq23607	NA	Dictyochophyceae
seq23608	Platyhelminthes	Rhabditophora
seq23609	NA	Centroplasthelida
seq23618	Nematoda	Chromadorea
seq2362	NA	Bigyra
seq23626	Ciliophora	Spirotrichea
seq2363	NA	Dinophyceae
seq23637	Chlorophyta	Pyramimonadophyceae
seq23645	Ciliophora	Heterotrichea
seq23648	Ciliophora	Karyorelictea
seq2365	Bacillariophyta	Fragilariophyceae
seq23650	NA	Dinophyceae
seq23660	Apicomplexa	Conoidasida
seq23674	Ascomycota	Eurotiomycetes
seq2368	Bacillariophyta	Bacillariophyceae
seq2369	Nemertea	Enopla
seq237	Platyhelminthes	Rhabditophora
seq2370	Ciliophora	Spirotrichea
seq23706	Bacillariophyta	Bacillariophyceae
seq2371	Bacillariophyta	Bacillariophyceae
seq23712	NA	Cryptophyceae
seq23717	Cercozoa	Thecofilosea
seq23726	Cercozoa	Imbricatea
seq2373	Rhodophyta	Florideophyceae
seq23735	NA	Cryptophyceae
seq23740	Bacillariophyta	Mediophyceae
seq23745	NA	Ichthyosporea
seq2375	Ciliophora	Spirotrichea
seq23751	NA	Dinophyceae
seq23753	Ciliophora	Litostomatea
seq23759	Bacillariophyta	Bacillariophyceae
seq2377	Bacillariophyta	Bacillariophyceae
